id,name,department,salary,employmentType
687,Bob Johnson,Marketing,61746.57,2
688,John Doe,Marketing,84993.28,2
689,Emily Wilson,Marketing,59998.6,2
690,Sophia Garcia,Engineering,96986.7,2
691,Michael Lee,Engineering,89358.65,2
692,David Martinez,Sales,57728.84,1
693,John Doe,Marketing,39800.09,1
694,Emily Wilson,Engineering,35695.35,0
695,Sophia Garcia,HR,92724.82,0
696,Michael Lee,Finance,64511.02,1
697,Michael Lee,Engineering,76124.32,1
698,Michael Lee,HR,50515.46,0
699,Emily Wilson,Marketing,93148.17,1
700,Olivia White,Engineering,58350.09,2
701,Bob Johnson,HR,37316.07,0
702,Alice Brown,Marketing,76033.46,2
703,David Martinez,Marketing,58663.66,1
704,Bob Johnson,Engineering,65206.14,0
705,Michael Lee,Sales,66055.8,2
706,Alice Brown,Sales,82564.09,0
707,Charlie Davis,Marketing,33077.34,0
708,Alice Brown,Sales,54080.36,2
709,Charlie Davis,Marketing,52818.62,0
710,Michael Lee,HR,81546.56,0
711,Olivia White,Marketing,67338.12,2
712,Emily Wilson,Finance,42083.96,2
713,Sophia Garcia,HR,78441.33,1
714,Alice Brown,HR,82754.71,1
715,Jane Smith,Marketing,98550.38,0
716,Charlie Davis,Finance,52216.49,0
717,Jane Smith,Marketing,34132.49,1
718,Alice Brown,Finance,88772.68,1
719,Jane Smith,Engineering,53211.88,2
720,Olivia White,Engineering,99794.7,0
721,Olivia White,Marketing,38321.12,1
722,Alice Brown,Finance,85496.43,1
723,Charlie Davis,Marketing,56270.02,2
724,Jane Smith,Marketing,93261.23,2
725,Alice Brown,Finance,60611.97,1
726,Michael Lee,Finance,74225.6,0
727,David Martinez,Finance,90766.06,2
728,Bob Johnson,HR,91964.67,0
729,Emily Wilson,Sales,78856.36,1
730,David Martinez,Engineering,37896.89,2
731,Olivia White,Engineering,68529.41,0
732,Jane Smith,Marketing,41712.51,0
733,David Martinez,Sales,84620.83,2
734,Jane Smith,Marketing,40828.3,2
735,Jane Smith,Marketing,85335.7,0
736,Michael Lee,HR,99725.03,2
737,Sophia Garcia,Engineering,90452.1,1
738,Michael Lee,HR,75664.59,1
739,Michael Lee,Finance,50860.65,2
740,Emily Wilson,Sales,77053.84,2
741,Sophia Garcia,HR,75357.03,1
742,Alice Brown,Finance,99135.42,2
743,Charlie Davis,HR,73786.46,0
744,Jane Smith,Engineering,51745.63,0
745,Charlie Davis,HR,90951.45,2
746,Jane Smith,Marketing,32229.84,2
747,David Martinez,Engineering,51322.78,2
748,Charlie Davis,Finance,84615.44,1
749,Michael Lee,Engineering,70267.06,0
750,David Martinez,Engineering,55968.05,0
751,Alice Brown,Engineering,79634.81,0
752,Bob Johnson,Sales,91185.81,0
753,Jane Smith,Marketing,50845.78,1
754,Charlie Davis,Sales,89233.7,0
755,Bob Johnson,Marketing,82897.56,0
756,David Martinez,Sales,65406.56,2
757,Charlie Davis,HR,46974.04,1
758,Jane Smith,Sales,38973.08,0
759,Jane Smith,Marketing,54159.3,1
760,Alice Brown,Engineering,92123.3,2
761,David Martinez,HR,85986.59,1
762,John Doe,HR,88390.8,2
763,David Martinez,Finance,71294.93,0
764,Charlie Davis,HR,77168.85,2
765,Sophia Garcia,Marketing,74412.29,2
766,Bob Johnson,HR,73206.16,1
767,Jane Smith,Finance,60190.81,0
768,Bob Johnson,Sales,45803.75,2
769,Emily Wilson,Marketing,41455.96,1
770,Jane Smith,Finance,84753.84,1
771,Charlie Davis,Marketing,42478.88,1
772,John Doe,HR,33536.71,2
773,Bob Johnson,Sales,61095.68,1
774,John Doe,HR,85251.57,1
775,Charlie Davis,Sales,74291.7,1
776,Jane Smith,Sales,72106.39,2
777,Sophia Garcia,Finance,48390.34,1
778,Michael Lee,Marketing,90281.48,1
779,Michael Lee,Sales,89726.12,2
780,Jane Smith,Sales,52087.25,0
781,Bob Johnson,Engineering,44660.06,2
782,Jane Smith,Engineering,35791.99,1
783,Charlie Davis,Engineering,84566.67,2
784,Emily Wilson,Sales,80551.43,2
785,Charlie Davis,Engineering,70969.35,2
786,Olivia White,Engineering,79704.43,2
787,Emily Wilson,Engineering,71187.05,0
788,Charlie Davis,Engineering,50837.03,1
789,Bob Johnson,Engineering,45440.16,1
790,David Martinez,Marketing,42102.46,0
791,David Martinez,HR,58904.23,0
792,David Martinez,Marketing,57083.24,1
793,Alice Brown,Engineering,68632.03,1
794,Jane Smith,Engineering,98765.88,1
795,Sophia Garcia,HR,74966.37,2
796,John Doe,Engineering,47939.23,2
797,Emily Wilson,Sales,37951.35,0
798,Olivia White,HR,46070.76,2
799,Charlie Davis,Engineering,78766.64,2
800,Olivia White,Marketing,67617.63,1
801,Charlie Davis,Marketing,62269.52,1
802,Sophia Garcia,Engineering,47068.96,0
803,John Doe,Marketing,81841.27,1
804,Charlie Davis,Finance,40225.23,2
805,John Doe,Marketing,39632.23,2
806,Alice Brown,HR,98271.43,2
807,Jane Smith,Engineering,64254.74,1
808,John Doe,Marketing,83286.98,1
809,Alice Brown,Engineering,71480.19,2
810,Emily Wilson,Engineering,47106.36,1
811,David Martinez,Marketing,98221.28,0
812,Michael Lee,Engineering,86954.55,2
813,Michael Lee,Engineering,41572.41,1
814,Emily Wilson,Marketing,84929.41,2
815,Charlie Davis,Engineering,62305.05,0
816,John Doe,Engineering,91784.25,1
817,Michael Lee,Finance,75335.12,2
818,David Martinez,HR,95960.86,1
819,David Martinez,Engineering,70262.3,2
820,Olivia White,Engineering,37082.98,2
821,David Martinez,Sales,81667.15,2
822,Michael Lee,Sales,37286.48,0
823,John Doe,Engineering,52705.76,0
824,Bob Johnson,HR,85425.23,0
825,Bob Johnson,Finance,92118.38,1
826,Michael Lee,HR,96705.61,1
827,Charlie Davis,Finance,87410.83,2
828,Bob Johnson,Engineering,32077.32,0
829,Sophia Garcia,Engineering,77570.83,2
830,Alice Brown,Sales,72890.98,0
831,Jane Smith,Marketing,91241.43,2
832,Michael Lee,Engineering,98467.92,2
833,Bob Johnson,Finance,90675.96,0
834,Michael Lee,Marketing,58499.96,2
835,Emily Wilson,Sales,76146.26,2
836,Charlie Davis,Finance,66347.88,0
837,Alice Brown,HR,81776.48,2
838,Olivia White,Marketing,83603.29,1
839,Bob Johnson,HR,86609.49,2
840,Bob Johnson,Engineering,43378.74,2
841,John Doe,Engineering,60756.97,1
842,Alice Brown,Marketing,68433.31,1
843,David Martinez,Finance,58311.96,2
844,Bob Johnson,Finance,92813.77,2
845,Alice Brown,Marketing,51345.49,1
846,Bob Johnson,HR,91915.0,1
847,Jane Smith,Marketing,47846.01,1
848,Olivia White,Sales,60896.3,1
849,Michael Lee,Engineering,37249.81,0
850,Olivia White,Sales,84019.12,2
851,John Doe,Finance,46749.45,2
852,Olivia White,Marketing,76112.91,1
853,Emily Wilson,Finance,91825.65,1
854,Olivia White,HR,74783.45,1
855,Bob Johnson,Marketing,94757.76,0
856,Charlie Davis,Finance,85661.62,1
857,Alice Brown,HR,79652.58,1
858,Emily Wilson,Engineering,57288.64,2
859,Charlie Davis,HR,98505.83,1
860,David Martinez,Engineering,66261.47,1
861,David Martinez,Finance,36065.52,2
862,Jane Smith,Engineering,70135.02,2
863,Bob Johnson,Finance,88543.11,0
864,Emily Wilson,Marketing,36196.61,1
865,John Doe,Engineering,30642.17,1
866,Alice Brown,Marketing,76899.15,0
867,Sophia Garcia,HR,89330.58,2
868,Charlie Davis,Engineering,44768.92,1
869,John Doe,Finance,60036.52,1
870,Bob Johnson,Engineering,93449.59,1
871,Emily Wilson,Finance,82593.44,2
872,Olivia White,HR,98435.23,2
873,John Doe,Marketing,43059.55,0
874,Olivia White,Sales,65895.66,2
875,David Martinez,Sales,44077.53,2
876,David Martinez,Engineering,96448.94,0
877,Olivia White,HR,39082.48,2
878,Olivia White,Engineering,47414.08,2
879,David Martinez,Engineering,63063.46,0
880,Michael Lee,Sales,45231.02,2
881,Sophia Garcia,Marketing,79773.44,2
882,Olivia White,Marketing,32739.6,1
883,Bob Johnson,Engineering,53422.74,0
884,Alice Brown,Finance,48506.97,1
885,Charlie Davis,Engineering,31392.25,0
886,Alice Brown,Finance,98104.97,1
887,Sophia Garcia,Finance,75429.56,0
888,Alice Brown,Marketing,68069.61,0
889,David Martinez,Finance,30798.22,0
890,David Martinez,Sales,36344.88,2
891,Sophia Garcia,Sales,44550.99,2
892,Olivia White,Finance,47304.91,0
893,Sophia Garcia,Marketing,99834.05,1
894,Alice Brown,Engineering,87485.82,1
895,Bob Johnson,Sales,68710.84,0
896,Bob Johnson,HR,80356.73,2
897,Charlie Davis,Marketing,65801.72,0
898,Alice Brown,HR,59615.72,0
899,John Doe,Finance,66003.71,1
900,Jane Smith,Engineering,40113.48,1
901,Jane Smith,Engineering,48054.2,2
902,John Doe,Engineering,61458.56,1
903,Olivia White,Marketing,82308.81,2
904,Olivia White,HR,77098.54,1
905,Emily Wilson,HR,77439.51,1
906,Bob Johnson,Sales,81827.02,2
907,Alice Brown,Finance,90821.93,1
908,Bob Johnson,Marketing,33331.89,0
909,Charlie Davis,Engineering,76477.59,0
910,Olivia White,Finance,76016.28,2
911,Charlie Davis,Engineering,50214.57,1
912,David Martinez,Sales,79583.59,2
913,Jane Smith,Sales,37340.33,1
914,Olivia White,Engineering,60933.6,0
915,Charlie Davis,Sales,95441.38,1
916,David Martinez,Engineering,70404.0,0
917,Jane Smith,Finance,55003.57,1
918,Jane Smith,HR,83793.23,0
919,Alice Brown,Sales,38865.3,0
920,Alice Brown,Finance,30202.52,1
921,Alice Brown,Engineering,90989.49,1
922,Sophia Garcia,HR,87303.2,1
923,Michael Lee,Engineering,77928.09,0
924,Jane Smith,Finance,53467.89,1
925,Bob Johnson,HR,75842.86,2
926,Olivia White,HR,36956.0,0
927,Emily Wilson,Sales,88558.33,1
928,Michael Lee,Marketing,67093.77,2
929,Alice Brown,HR,89916.18,2
930,David Martinez,HR,80060.35,2
931,John Doe,Finance,31480.46,2
932,David Martinez,Finance,71018.75,0
933,Charlie Davis,Engineering,87506.65,0
934,Bob Johnson,Marketing,86170.59,0
935,Alice Brown,Sales,49048.68,0
936,Jane Smith,HR,91787.82,0
937,Olivia White,Engineering,98557.0,2
938,Bob Johnson,Sales,59125.67,2
939,Michael Lee,Finance,79343.65,2
940,Olivia White,HR,72198.13,0
941,Emily Wilson,Engineering,83191.61,2
942,Emily Wilson,HR,84654.7,2
943,John Doe,Marketing,67729.4,1
944,Michael Lee,Finance,37759.22,1
945,Jane Smith,HR,67409.99,1
946,Charlie Davis,Sales,58146.77,0
947,Emily Wilson,Sales,78778.46,2
948,Olivia White,Sales,70620.74,1
949,Bob Johnson,Sales,84972.88,1
950,David Martinez,Engineering,44606.57,0
951,David Martinez,HR,30932.82,0
952,Alice Brown,Sales,88030.27,0
953,Sophia Garcia,Marketing,78425.12,1
954,Bob Johnson,Engineering,81258.97,1
955,Olivia White,Engineering,92826.29,1
956,Jane Smith,Finance,34906.72,2
957,David Martinez,HR,80970.09,2
958,Charlie Davis,Marketing,52850.22,1
959,Charlie Davis,HR,95418.1,0
960,Olivia White,Sales,75527.45,0
961,Charlie Davis,HR,89409.58,2
962,Bob Johnson,Sales,83247.74,1
963,Olivia White,Sales,79886.25,0
964,John Doe,Sales,64116.54,2
965,David Martinez,Marketing,66005.01,1
966,Bob Johnson,Marketing,67002.53,1
967,Alice Brown,Marketing,78468.46,0
968,Olivia White,HR,67443.71,2
969,Charlie Davis,Engineering,56811.95,0
970,Alice Brown,HR,79578.14,1
971,Sophia Garcia,Engineering,96665.14,2
972,Sophia Garcia,Sales,75014.08,0
973,Alice Brown,Marketing,30554.59,2
974,Sophia Garcia,Engineering,73253.94,1
975,Sophia Garcia,HR,62332.59,2
976,Sophia Garcia,Marketing,48553.13,0
977,Charlie Davis,Finance,61671.17,2
978,Charlie Davis,Finance,91746.66,0
979,Sophia Garcia,Finance,81591.7,2
980,John Doe,Finance,35343.48,1
981,Michael Lee,Marketing,66391.58,1
982,Jane Smith,Marketing,31939.84,2
983,John Doe,Sales,90524.69,2
984,John Doe,HR,32484.67,1
985,Michael Lee,Finance,91005.07,0
986,Charlie Davis,Marketing,66810.74,0
987,John Doe,HR,79845.34,2
988,Michael Lee,Finance,68074.58,1
989,Charlie Davis,Finance,91660.44,0
990,Emily Wilson,HR,35394.48,2
991,Michael Lee,Engineering,41708.02,0
992,Sophia Garcia,Marketing,52659.43,0
993,Michael Lee,Finance,58758.01,0
994,Olivia White,Finance,81765.56,0
995,Charlie Davis,Sales,95170.0,1
996,Sophia Garcia,HR,75065.11,2
997,Michael Lee,HR,94671.35,0
998,Olivia White,Finance,49771.03,0
999,Bob Johnson,Engineering,96304.54,0
1000,Michael Lee,HR,35010.64,2
1001,Bob Johnson,Sales,49732.08,1
1002,David Martinez,Engineering,88355.59,0
1003,Michael Lee,Marketing,63807.97,0
1004,Olivia White,HR,53319.52,2
1005,Bob Johnson,HR,86443.02,0
1006,Emily Wilson,HR,79249.2,1
1007,Bob Johnson,Finance,87931.42,1
1008,David Martinez,Engineering,36049.45,0
1009,David Martinez,Marketing,30488.27,1
1010,Sophia Garcia,Sales,67134.86,2
1011,David Martinez,Engineering,52766.31,1
1012,Alice Brown,Sales,76972.01,0
1013,Charlie Davis,Sales,62885.67,1
1014,Olivia White,Engineering,47853.97,1
1015,Sophia Garcia,Finance,84678.66,0
1016,Jane Smith,Engineering,46898.79,2
1017,David Martinez,Finance,56913.14,1
1018,Jane Smith,Sales,50768.47,1
1019,Olivia White,HR,77362.54,0
1020,Sophia Garcia,HR,32993.08,1
1021,Charlie Davis,Sales,90374.08,1
1022,Michael Lee,Finance,40274.48,2
1023,Emily Wilson,Sales,54915.79,1
1024,Alice Brown,Finance,38750.8,2
1025,John Doe,Marketing,69294.94,2
1026,Olivia White,Finance,96507.46,2
1027,Bob Johnson,Engineering,97908.67,0
1028,John Doe,Engineering,64356.21,2
1029,Michael Lee,HR,39554.49,0
1030,John Doe,Marketing,98688.63,2
1031,Bob Johnson,HR,73054.87,0
1032,Bob Johnson,Sales,47718.36,2
1033,Emily Wilson,Engineering,87122.29,0
1034,Olivia White,HR,81524.62,1
1035,Bob Johnson,Sales,48671.24,0
1036,Emily Wilson,Sales,75395.03,1
1037,Alice Brown,Finance,31374.78,2
1038,Jane Smith,HR,75701.18,2
1039,Bob Johnson,HR,49481.2,0
1040,Sophia Garcia,HR,81590.17,0
1041,Emily Wilson,Engineering,42032.96,2
1042,John Doe,Marketing,32386.84,1
1043,Jane Smith,Finance,36552.12,2
1044,Emily Wilson,Sales,43754.6,2
1045,Olivia White,HR,74781.77,1
1046,Charlie Davis,Engineering,73616.04,2
1047,David Martinez,Finance,60196.52,0
1048,Sophia Garcia,HR,82081.92,0
1049,Emily Wilson,Engineering,89026.65,1
1050,Olivia White,HR,55562.06,2
1051,Charlie Davis,Marketing,85631.01,2
1052,Jane Smith,Engineering,67130.62,0
1053,Jane Smith,Marketing,37358.29,0
1054,John Doe,Finance,71390.08,0
1055,Sophia Garcia,Engineering,31627.77,2
1056,Bob Johnson,Sales,61472.83,2
1057,Michael Lee,Engineering,46636.66,0
1058,Jane Smith,Marketing,50192.93,0
1059,Olivia White,Engineering,59375.81,1
1060,Alice Brown,Finance,41731.23,2
1061,Olivia White,Finance,55331.76,0
1062,Sophia Garcia,Marketing,34090.37,1
1063,Olivia White,Marketing,73339.05,1
1064,John Doe,Engineering,71720.07,0
1065,David Martinez,Engineering,85162.78,0
1066,Jane Smith,Marketing,98402.73,2
1067,Michael Lee,Marketing,38800.02,1
1068,Olivia White,Finance,79344.2,2
1069,Alice Brown,Engineering,48090.34,1
1070,John Doe,HR,89011.25,0
1071,John Doe,Finance,47406.99,2
1072,Michael Lee,Sales,75315.34,1
1073,David Martinez,Sales,37742.63,0
1074,Jane Smith,Engineering,46954.65,0
1075,Alice Brown,Finance,57131.58,0
1076,Olivia White,Sales,38945.17,1
1077,Bob Johnson,Marketing,33338.41,2
1078,Alice Brown,HR,31001.73,1
1079,Bob Johnson,Engineering,78575.79,2
1080,Charlie Davis,Engineering,80607.03,1
1081,Michael Lee,Finance,51615.07,1
1082,Emily Wilson,HR,93713.25,2
1083,Charlie Davis,HR,85711.14,2
1084,Alice Brown,Sales,68510.47,0
1085,John Doe,HR,92851.94,0
1086,Olivia White,HR,54821.67,2
1087,Alice Brown,Engineering,53089.28,1
1088,David Martinez,HR,75266.88,2
1089,Jane Smith,Marketing,85262.66,2
1090,Olivia White,Marketing,79741.12,2
1091,Sophia Garcia,Finance,88408.18,0
1092,Olivia White,Marketing,78020.16,1
1093,Bob Johnson,Sales,60104.07,2
1094,Jane Smith,Marketing,60128.24,0
1095,Alice Brown,Sales,61943.55,0
1096,Bob Johnson,Sales,89980.71,0
1097,Emily Wilson,Finance,56867.64,2
1098,Olivia White,Finance,82011.52,1
1099,David Martinez,Finance,49088.75,2
1100,Michael Lee,HR,81355.57,0
1101,Bob Johnson,HR,67094.25,0
1102,Jane Smith,HR,31333.14,2
1103,Charlie Davis,Finance,76204.87,2
1104,Emily Wilson,Engineering,60586.87,2
1105,Bob Johnson,Engineering,66419.39,2
1106,Jane Smith,Finance,62039.52,2
1107,Alice Brown,Finance,60182.13,0
1108,Jane Smith,Finance,51898.9,1
1109,Bob Johnson,Sales,84792.26,2
1110,Emily Wilson,Finance,36760.3,0
1111,Michael Lee,Finance,31026.78,0
1112,Olivia White,Marketing,76662.27,2
1113,Michael Lee,Marketing,49922.05,0
1114,Emily Wilson,Sales,57679.53,1
1115,Bob Johnson,Sales,97120.85,1
1116,John Doe,Finance,70289.58,2
1117,John Doe,HR,72224.97,0
1118,Michael Lee,Sales,63483.41,2
1119,Olivia White,Marketing,67682.88,1
1120,Charlie Davis,HR,51842.21,0
1121,Jane Smith,Marketing,32059.58,0
1122,Bob Johnson,Engineering,73878.76,0
1123,David Martinez,Finance,81497.05,0
1124,John Doe,Engineering,90340.87,0
1125,David Martinez,HR,66364.2,2
1126,Emily Wilson,Sales,72632.45,0
1127,John Doe,Marketing,73348.08,1
1128,Emily Wilson,Sales,57688.61,2
1129,Charlie Davis,HR,97169.05,1
1130,Sophia Garcia,Sales,43405.04,2
1131,John Doe,Marketing,31215.04,2
1132,Charlie Davis,HR,57432.88,2
1133,Olivia White,Marketing,66352.58,2
1134,Sophia Garcia,Engineering,31226.78,0
1135,Sophia Garcia,Sales,91191.29,0
1136,Michael Lee,HR,81612.16,2
1137,Jane Smith,Marketing,88698.76,0
1138,Jane Smith,Engineering,38312.46,2
1139,Bob Johnson,Engineering,97697.76,1
1140,Alice Brown,Engineering,99251.65,2
1141,Bob Johnson,HR,82764.38,2
1142,Michael Lee,Sales,46252.28,1
1143,Sophia Garcia,HR,98974.79,0
1144,Sophia Garcia,Sales,39116.35,0
1145,Michael Lee,Marketing,59616.83,2
1146,Olivia White,Marketing,66593.79,1
1147,Alice Brown,Marketing,92243.74,2
1148,Bob Johnson,Engineering,50364.58,1
1149,Sophia Garcia,Marketing,40734.95,2
1150,Alice Brown,Marketing,33808.18,0
1151,Jane Smith,HR,59420.81,0
1152,John Doe,Finance,75599.44,0
1153,Emily Wilson,Finance,92467.65,2
1154,Olivia White,Sales,55118.12,1
1155,Bob Johnson,Marketing,56272.52,1
1156,John Doe,Sales,97948.72,2
1157,Jane Smith,Sales,41409.82,2
1158,Sophia Garcia,Sales,83600.9,1
1159,Jane Smith,HR,84237.92,2
1160,Emily Wilson,Engineering,95207.01,1
1161,John Doe,HR,61173.81,0
1162,John Doe,Marketing,89342.18,2
1163,Charlie Davis,Marketing,32009.51,0
1164,David Martinez,Finance,36295.56,1
1165,Emily Wilson,Engineering,37110.78,1
1166,Jane Smith,Sales,63003.04,2
1167,Olivia White,Finance,50999.72,1
1168,David Martinez,Marketing,62786.8,0
1169,Bob Johnson,Marketing,41730.56,2
1170,Michael Lee,Sales,84326.08,2
1171,Olivia White,Sales,97764.12,0
1172,Bob Johnson,Marketing,60234.51,1
1173,Jane Smith,Finance,36968.65,2
1174,Charlie Davis,Engineering,44929.81,2
1175,Charlie Davis,Finance,73271.85,1
1176,John Doe,Finance,87025.22,1
1177,Bob Johnson,Engineering,69327.55,2
1178,Michael Lee,Engineering,79722.86,0
1179,Jane Smith,Sales,33087.05,0
1180,Michael Lee,Sales,91881.66,1
1181,Michael Lee,Finance,50385.46,2
1182,Charlie Davis,Marketing,31311.19,0
1183,Alice Brown,Marketing,38164.54,1
1184,Emily Wilson,HR,76225.0,1
1185,Emily Wilson,Marketing,51111.15,2
1186,Alice Brown,Engineering,70210.16,1
1187,Jane Smith,Marketing,97906.07,1
1188,Sophia Garcia,Engineering,33985.61,2
1189,John Doe,Marketing,54287.16,2
1190,Bob Johnson,Finance,70922.73,2
1191,David Martinez,Engineering,59663.93,1
1192,Michael Lee,HR,35390.36,1
1193,Emily Wilson,HR,92730.11,2
1194,Emily Wilson,Marketing,91136.27,1
1195,John Doe,Engineering,33172.27,2
1196,Sophia Garcia,Engineering,58686.81,0
1197,Olivia White,Sales,61185.37,0
1198,Alice Brown,Sales,72316.49,1
1199,Sophia Garcia,Sales,81501.26,1
1200,Olivia White,Finance,80610.0,1
1201,Bob Johnson,Sales,65377.16,2
1202,Michael Lee,Engineering,44177.82,0
1203,Emily Wilson,Finance,91543.31,1
1204,Jane Smith,HR,77456.63,1
1205,Alice Brown,Finance,94354.68,1
1206,David Martinez,Sales,47707.63,2
1207,Jane Smith,Finance,39108.63,0
1208,David Martinez,Engineering,45388.49,2
1209,David Martinez,Engineering,62000.1,1
1210,Michael Lee,Sales,35892.42,1
1211,Olivia White,Marketing,60021.88,2
1212,Alice Brown,HR,48123.44,0
1213,Bob Johnson,Engineering,76333.41,1
1214,David Martinez,Engineering,54329.56,2
1215,Emily Wilson,Sales,61136.47,2
1216,Alice Brown,Marketing,74538.54,1
1217,David Martinez,Finance,94151.0,2
1218,Charlie Davis,Marketing,95100.02,2
1219,Jane Smith,Sales,97891.18,0
1220,Alice Brown,HR,68495.24,2
1221,David Martinez,Sales,70916.35,1
1222,Charlie Davis,Marketing,76012.51,1
1223,Charlie Davis,Finance,93279.7,1
1224,Bob Johnson,HR,64102.3,0
1225,Emily Wilson,Engineering,46997.11,0
1226,Charlie Davis,Finance,33627.53,1
1227,Sophia Garcia,Sales,54146.45,1
1228,Jane Smith,Sales,97086.26,1
1229,Bob Johnson,Marketing,87748.92,0
1230,Jane Smith,Marketing,87735.62,2
1231,Alice Brown,Sales,50804.14,0
1232,Emily Wilson,Engineering,77438.06,1
1233,Sophia Garcia,Sales,94872.55,2
1234,Michael Lee,Marketing,42033.21,2
1235,Jane Smith,Marketing,60295.01,1
1236,David Martinez,HR,81648.59,1
1237,Charlie Davis,Engineering,85502.47,1
1238,Emily Wilson,Marketing,55762.56,1
1239,Bob Johnson,Sales,87788.39,2
1240,Sophia Garcia,Finance,93388.42,0
1241,Olivia White,Finance,94685.77,2
1242,Bob Johnson,Engineering,69643.38,0
1243,John Doe,Finance,32841.07,1
1244,Alice Brown,HR,80217.09,0
1245,Bob Johnson,HR,98262.71,0
1246,Emily Wilson,Marketing,63880.15,2
1247,Sophia Garcia,HR,61627.05,2
1248,Jane Smith,Marketing,37245.87,0
1249,Charlie Davis,Engineering,60016.44,2
1250,John Doe,HR,30477.29,2
1251,Michael Lee,Engineering,87127.93,0
1252,Sophia Garcia,Engineering,63056.97,2
1253,Olivia White,Finance,86264.09,2
1254,Alice Brown,Sales,81903.38,1
1255,Olivia White,Finance,73802.47,2
1256,John Doe,Marketing,36223.0,0
1257,Charlie Davis,Sales,42712.58,2
1258,Charlie Davis,Finance,53797.14,1
1259,Sophia Garcia,HR,92029.69,1
1260,Alice Brown,Marketing,75457.68,1
1261,Bob Johnson,Marketing,82368.2,1
1262,Michael Lee,Engineering,45979.6,2
1263,Sophia Garcia,Finance,51899.75,1
1264,Alice Brown,Marketing,30429.15,2
1265,Jane Smith,HR,75604.92,1
1266,Emily Wilson,HR,59597.13,1
1267,Emily Wilson,Marketing,60824.55,2
1268,Sophia Garcia,Engineering,40850.05,2
1269,Michael Lee,Sales,64657.01,1
